articleNo,articleName,articleStatus,realEstateTypeCode,realEstateTypeName,articleRealEstateTypeCode,articleRealEstateTypeName,tradeTypeCode,tradeTypeName,verificationTypeCode,floorInfo,rentPrc,priceChangeState,isPriceModification,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,representativeImgUrl,representativeImgTypeCode,representativeImgThumb,siteImageCount,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrDirectCnt,sameAddrMaxPrc,sameAddrMinPrc,cpid,cpName,cpPcArticleUrl,cpPcArticleBridgeUrl,cpPcArticleLinkUseAtArticleTitleYn,cpPcArticleLinkUseAtCpNameYn,cpMobileArticleUrl,cpMobileArticleLinkUseAtArticleTitleYn,cpMobileArticleLinkUseAtCpNameYn,latitude,longitude,isLocationShow,realtorName,realtorId,tradeCheckedByOwner,isDirectTrade,isInterest,isComplex,detailAddress,detailAddressYn,premiumPrc,search_day
2203514480,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,15/-,110,SAME,False,"1,000",15788,86,,20220203,,,,0,지식산업센터 전용26ㅍ 드라이브인시스템 소형공장삼실또는전자쇼핑몰충전포장업,[],공장,1,0.0,"1,000/110","1,000/110",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203514480,,False,True,,False,False,37.521784,126.721212,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2203513196,기타,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,OWNER,10/B1,150,SAME,False,"2,000",17875,81,,20220203,,,,0,지식산업센터 전용40ㅍ 분양63ㅍ 드라이브인시스템 갈산역초역세 삼실최적,"['융자금없는', '역세권']",기타,1,0.0,"2,000/150","2,000/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203513196,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2203522382,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,OWNER,1/10,,SAME,False,"1억 7,000",81,81,,20220203,,,,0,전용13ㅍ 분양20ㅍ ㅍ당650만 업무시설최저가매매 삼실최적  ,"['15년이내', '역세권', '1층']",지식산업센터,1,0.0,"1억 7,000","1억 7,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203522382,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2202751767,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,3/-,600,SAME,False,"6,000",1489,1016,,20220126,/20220126_247/land_naver_1643187963647A5cei_JPEG/df68e0c29e193900563f57f39ad251b4.JPG,SITE,f130_98,11,3층 308ㅍ 위치 굿,"['10년이내', '융자금없는']",공장,1,0.0,"6,000/600","6,000/600",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202751767,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202751767,False,True,37.522885,126.711574,True,공장24시공인중개사사무소,p1154919,False,False,False,False,,N,,20220212
2202545268,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,SITE,12/B2,160,SAME,False,"2,000",27869,137,,20220125,/20220125_8/land_naver_1643106367134gcPk6_JPEG/8471a2b9992e85bf3c41bd161a92e4fc.JPG,SITE,f130_98,15,공간분리되어 있어 각각 연구실및 사무실로 사용 최적,"['25년이내', '융자금없는', '역세권', '엘리베이터']",공장,1,0.0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2202545268,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2202545268,False,True,37.517433,126.719434,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204615719,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,1/12,160,SAME,False,"2,000",193,105,,20220212,,,,0,"전용32, 로비중앙, 입지 좋음","['25년이내', '융자금없는', '역세권', '1층']",지식산업센터,2,0.0,"2,000/160","2,000/160",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204615719,,False,True,http://land.daara.co.kr/n_link.php?UID=2204615719,False,True,37.517433,126.719434,True,스마트공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2202293404,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,SITE,15/B1,,SAME,False,"3억 4,600",15788,170,,20220124,/20220124_220/land_naver_16430175070792eNyE_JPEG/a48d252a904a132d0de685fd02fdb0b7.JPG,SITE,f130_98,13,,"['2년이내', '엘리베이터', '화재경보기']",공장,1,0.0,"3억 4,600","3억 4,600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202293404,,False,True,,False,False,37.521784,126.721212,True,모아부동산컨설팅공인,5291588,False,False,False,False,,N,,20220212
2204478097,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,510,SAME,False,"5,100",1652,561,,20220211,,,,0,"1층 170, 층고 4.5, 동력충분, 면적 다양","['25년이내', '융자금없는']",공장,1,0.0,"5,100/510","5,100/510",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204478097,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204478097,False,True,37.523156,126.696585,True,신흥공장부동산공인중개사사무소,w5743838,False,False,False,False,,N,,20220212
2204489505,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,8/B1,,SAME,False,"3억 2,000",5805,106,,20220211,,,,0,지식산업센터 첫입주 2층전용 32ㅍ,['2년이내'],공장,1,0.0,"3억 2,000","3억 2,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204489505,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204489505,False,True,37.519477,126.715355,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204562718,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,636,SAME,False,"7,000",1963,4396,,20220211,,,,0,2층 405ㅍ 깨끗한 공장 카리프트有,"['10년이내', '융자금없는']",공장,1,0.0,"7,000/636","7,000/636",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204562718,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204562718,False,True,37.52021,126.69025,True,공단타워공인중개사사사무소,gonddantower,False,False,False,False,,N,,20220212
2204478104,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/-,340,SAME,False,"3,400",1652,591,,20220211,,,,0,"2층 170, 층고 2.5, 화물승강기 2톤, 동력충분","['25년이내', '융자금없는']",공장,1,0.0,"3,400/340","3,400/340",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204478104,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204478104,False,True,37.523156,126.696585,True,신흥공장부동산공인중개사사무소,w5743838,False,False,False,False,,N,,20220212
2204537521,상가건물,R0,GM,건물,D03,상가건물,A1,매매,DOC,2/-,,SAME,False,38억,450,535,,20220211,,,,0,향후 활용도 높은  상가건물,['25년이상'],상가건물,4,0.0,38억,38억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204537521,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204537521,False,True,37.519029,126.704217,True,코스모부동산중개법인(주),,False,False,False,False,,N,,20220212
2204393632,창고,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,130,SAME,False,"1,300",265,265,,20220210,,,,0,1층전용80 창고용도 저렴한 임대료 즉시입주 ,"['25년이상', '융자금없는']",창고,1,0.0,"1,300/130","1,300/130",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204393632,,False,True,,False,False,37.521768,126.688752,True,경인공인중개사사무소,jyj11jjj,False,False,False,False,,N,,20220212
2204394787,기타,R0,GM,건물,D03,빌딩/건물,B2,월세,DOC,3/-,500,SAME,False,"5,000",1485,3076,,20220210,,,,0,4차선도로변 상가100 주차장편리 광고효과 좋음 입지최고,['10년이내'],기타,1,0.0,"5,000/500","5,000/500",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204394787,,False,True,,False,False,37.522885,126.711574,True,경인공인중개사사무소,jyj11jjj,False,False,False,False,,N,,20220212
2204399826,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,350,SAME,False,"3,500",4193,643,,20220210,,,,0,씨스템 냉난방기 모두 설치되어있음 4층 196ㅍ,"['25년이내', '융자금없는', '천장에어컨']",공장,1,0.0,"3,500/350","3,500/350",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204399826,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204399826,False,True,37.519672,126.712807,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204406817,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,15/B1,90,SAME,False,"1,000",15778,86,,20220210,,,,0,지식산업센터 신축 첫입주 전용 26ㅍ,"['2년이내', '융자금없는']",공장,1,0.0,"1,000/90","1,000/90",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204406817,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204406817,False,True,37.521784,126.721212,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204415513,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,2/-,250,SAME,False,"2,500",656,414,,20220210,,,,0,"2층,125,식품공장,냉동냉장창고완비","['15년이내', '융자금없는', '엘리베이터', 'CCTV']",공장,1,0.0,"2,500/250","2,500/250",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204415513,,False,True,http://land.daara.co.kr/n_link.php?UID=2204415513,False,True,37.52219,126.710127,True,가공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2204399645,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/B2,600,SAME,False,"6,000",1653,6727,,20220210,,,,0,"교통여건 ,위치 좋은 넓은평수 4층300ㅍ","['10년이내', '융자금없는']",공장,1,0.0,"6,000/600","6,000/600",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204399645,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204399645,False,True,37.521345,126.720224,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204415890,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,7/7,150,SAME,False,"2,000",655,132,,20220210,,,,0,A동 7층 전용40 사무실인테리어완비 현공실,"['25년이내', '융자금없는', '역세권', '주차가능']",지식산업센터,1,0.0,"2,000/150","2,000/150",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204415890,,False,True,http://land.daara.co.kr/n_link.php?UID=2204415890,False,True,37.517433,126.719434,True,가공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2204416174,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/B6,300,SAME,False,"3,000",762,516,,20220210,,,,0,"4층,150ㅍ,사무실,작업실인테리어완비,즉시입주가능","['10년이내', '융자금없는', '엘리베이터', '화재경보기']",공장,1,0.0,"3,000/300","3,000/300",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204416174,,False,True,http://land.daara.co.kr/n_link.php?UID=2204416174,False,True,37.523302,126.712072,True,가공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2204457654,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,500,SAME,False,"5,000",594,751,,20220210,,,,0,"대지180, 1층94, 2층122, 3층10, 평슬라브공장","['25년이상', '융자금없는']",공장,1,0.0,"5,000/500","5,000/500",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204457654,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204457654,False,True,37.52186,126.688613,True,신흥공장부동산공인중개사사무소,w5743838,False,False,False,False,,N,,20220212
2204416365,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,10/-,120,SAME,False,"1,000",15788,114100,,20220210,,,,0,,"['2년이내', '융자금없는']",공장,1,0.0,"1,000/120","1,000/120",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204416365,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204416365,False,True,37.521784,126.721212,True,부평제이타워공인중개사사무소,bbjt337,False,False,False,False,,N,,20220212
2204329119,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,600,SAME,False,"6,000",3508,858,,20220210,,,,0,"타워부동산,공급260 ,사무실,창고,마당유,화물승강기유,주차1대","['15년이내', '융자금없는', '역세권']",공장,1,0.0,"6,000/600","6,000/600",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204329119,,False,True,,False,False,37.520711,126.721128,True,타워부동산공인중개사사무소,522-1777,False,False,False,False,,N,,20220212
2204323988,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,1/-,210,SAME,False,"2,100",1652,231,,20220210,,,,0,"1층 70, 층고 4.5, 동력충분, 준공업지역","['25년이내', '융자금없는']",공장,1,0.0,"2,100/210","2,100/210",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204323988,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204323988,False,True,37.523156,126.696585,True,신흥공장부동산공인중개사사무소,w5743838,False,False,False,False,,N,,20220212
2204499479,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOCV2,4/-,214,SAME,False,"2,140",942,2261,,20220211,,,,0,,['10년이내'],공장,1,0.0,"2,140/214","2,140/214",NEONET,부동산뱅크,http://www.neonet.co.kr/rd/rd.php?UID=2204499479,,False,True,,False,False,0,0,False,아리아공인중개사사무소,aria5792459,False,False,False,False,,N,,20220212
2204224491,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,12/12,70,SAME,False,"1,000",84,43,,20220209,,,,0,전용13 섹션오피스 소형공장,"['2년이내', '주차가능']",지식산업센터,1,0.0,"1,000/70","1,000/70",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204224491,,False,True,http://land.daara.co.kr/n_link.php?UID=2204224491,False,True,37.521784,126.721212,True,제이타워공단부동산공인중개사사무소,jtower5055,False,False,False,False,,N,,20220212
2204238752,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/-,820,SAME,False,"8,200",1989,7034,,20220209,,,,0,,"['4년이내', '융자금없는']",공장,1,0.0,"8,200/820","8,200/820",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204238752,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204238752,False,True,37.521507,126.716913,True,공단타워공인중개사사사무소,gonddantower,False,False,False,False,,N,,20220212
2204195653,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,4/-,150,SAME,False,"1,500",661,1322,,20220209,,,,0,가격저렴 리프트유,[],공장,1,0.0,"1,500/150","1,500/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204195653,,False,True,,False,False,37.517684,126.688866,True,탑공장부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2204296531,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,10/15,130,SAME,False,"1,300",86,86,,20220209,,,,0,"부평Ic초입,층고높음,호실앞차량진입,화물용엘리베이터","['2년이내', '융자금없는', '주차가능', '엘리베이터']",지식산업센터,1,0.0,"1,300/130","1,300/130",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204296531,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204296531,False,True,37.521784,126.721212,True,정보공인중개사사무소,jungbo0777,False,False,False,False,,N,,20220212
2204289064,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,5/14,190,SAME,False,"2,000",246,126,,20220209,,,,0,"전용38,드라이브인공장,복층","['2년이내', '융자금없는', '역세권', '주차가능']",지식산업센터,1,0.0,"2,000/190","2,000/190",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204289064,,False,True,http://land.daara.co.kr/n_link.php?UID=2204289064,False,True,37.517124,126.718434,True,스마트공단부동산공인중개사사무소,,False,False,False,False,,N,,20220212
2203245770,상가건물,R0,GM,건물,D03,상가건물,B2,월세,OWNER,4/-,"4,000",SAME,False,10억,1762,3694,,20220129,,,,0,병원이나 수입자동차 전시장으로 시스템시설이 양호한 저렴한 물건으로 강추함,['2년이내'],상가건물,1,0.0,"10억/4,000","10억/4,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203245770,,False,True,,False,False,37.52169,126.705251,True,세종공인중개사사무소,seojong3066,False,False,False,False,,N,,20220212
2203201995,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,1/10,120,SAME,False,"1,200",134,81,,20220129,,,,0,근생2종 전용22ㅍ 권리금무 삼실등업종다양 인천1호선갈산역초역세권   ,"['융자금없는', '역세권', '1층']",지식산업센터,1,0.0,"1,200/120","1,200/120",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203201995,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2203213416,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,OWNER,1/10,175,SAME,False,"2,000",134,81,,20220129,,,,0,아파트형공장 전용50ㅍ 드라이브인시스템 공장삼실창고 갈산역도보3분,"['융자금없는', '역세권', '1층']",지식산업센터,1,0.0,"2,000/175","2,000/175",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2203213416,,False,True,,False,False,37.518794,126.720762,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
2204151649,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,6/6,160,SAME,False,"2,000",224,137,,20220208,,,,0,전용40 갈산역 초역세권 깨끗한사무실,"['25년이내', '융자금없는', '역세권', '주차가능']",지식산업센터,1,0.0,"2,000/160","2,000/160",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204151649,,False,True,http://land.daara.co.kr/n_link.php?UID=2204151649,False,True,37.517433,126.719434,True,제이타워공단부동산공인중개사사무소,jtower5055,False,False,False,False,,N,,20220212
2204115216,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/B1,142,SAME,False,"1,420",2002,2603,,20220208,,,,0,,"['25년이상', '융자금적은']",공장,1,0.0,"1,420/142","1,420/142",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204115216,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204115216,False,True,37.522165,126.699264,True,드림부동산공인중개사,,False,False,False,False,,N,,20220212
2204114719,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,150,SAME,False,"1,500",1274,3120,,20220208,,,,0,,"['25년이상', '융자금없는']",공장,1,0.0,"1,500/150","1,500/150",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204114719,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204114719,False,True,37.519154,126.68897,True,드림부동산공인중개사,,False,False,False,False,,N,,20220212
2204115757,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,6/-,,SAME,False,80억,762,2784,,20220208,,,,0,"6F 통건물 매매,부평산업단지 미래가치풍부,현 착한임대료",['10년이내'],공장,1,0.0,80억,80억,SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204115757,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204115757,False,True,37.523302,126.712072,True,드림부동산공인중개사,,False,False,False,False,,N,,20220212
2204072658,공장,R0,GJCG,공장/창고,E02,공장/창고,A1,매매,DOC,3/B1,,SAME,False,"27억 8,300",920,2268,,20220208,,,,0,청천동 공장,"['25년이상', '천장에어컨']",공장,1,0.0,"27억 8,300","27억 8,300",kairos,보는부동산,https://www.bonun.co.kr/cttdtlfordsk?2204072658,,False,True,https://www.bonun.co.kr/cttdtlformob?2204072658,False,True,37.516805,126.705899,True,부평일번가부동산,dlfqjsrk3000,False,False,False,False,,N,,20220212
2204114349,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,3/-,450,SAME,False,"4,500",910,1494,,20220208,,,,0,,"['2년이내', '융자금적은']",공장,1,0.0,"4,500/450","4,500/450",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204114349,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204114349,False,True,37.523299,126.711866,True,드림부동산공인중개사,,False,False,False,False,,N,,20220212
2204068728,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/7,160,SAME,False,"2,000",136,136,,20220208,,,,0,"코너자리로 전망시원한 사무실최적 40ㅍ,또는 80ㅍ임대가능","['25년이내', '융자금없는', '역세권', '천장에어컨']",지식산업센터,1,0.0,"2,000/160","2,000/160",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204068728,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204068728,False,True,37.517433,126.719434,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204152028,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,9/9,160,SAME,False,"2,000",251,126,,20220208,,,,0,신축 전용38 위치굿 아파트형공장,"['2년이내', '역세권', '주차가능']",지식산업센터,1,0.0,"2,000/160","2,000/160",industry,산업부동산,http://land.daara.co.kr/n_link.php?UID=2204152028,,False,True,http://land.daara.co.kr/n_link.php?UID=2204152028,False,True,37.517124,126.718434,True,제이타워공단부동산공인중개사사무소,jtower5055,False,False,False,False,,N,,20220212
2204126534,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,3/7,100,SAME,False,"1,000",135,67,,20220208,,,,0,지식산업센터내 유일하게 마당이 있는 호실,"['25년이내', '융자금없는', '역세권', '천장에어컨']",지식산업센터,1,0.0,"1,000/100","1,000/100",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204126534,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204126534,False,True,37.517433,126.719434,True,나공단공인중개사사무소,kjcobra6557,False,False,False,False,,N,,20220212
2204074685,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,B2,월세,DOC,4/7,150,SAME,False,"2,000",215,132,,20220208,,,,0,,"['융자금없는', '역세권']",지식산업센터,1,0.0,"2,000/150","2,000/150",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204074685,,False,True,,False,False,37.517433,126.719434,True,공장공인중개사사무소,hns8949,False,False,False,False,,N,,20220212
2204040681,공장,R0,GJCG,공장/창고,E02,공장/창고,B2,월세,DOC,5/B1,"3,000",SAME,False,3억,3590,5348,,20220208,,,,0,단독공장임대 전체연면적1618 부분임대가능함,"['25년이내', '융자금없는']",공장,1,0.0,"3억/3,000","3억/3,000",bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2204040681,,False,True,,False,False,37.514541,126.704565,True,경인공인중개사사무소,jyj11jjj,False,False,False,False,,N,,20220212
2204040012,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,5/23,,SAME,False,"2억 5,000",184,92,,20220208,,,,0,역세권 드라이브인 가능한 공장과 사무실,"['4년이내', '역세권', '주차가능']",지식산업센터,1,0.0,"2억 5,000","2억 5,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204040012,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204040012,False,True,37.517708,126.720958,True,부평산단공인중개사사무소,bpsd33,False,False,False,False,,N,,20220212
2204039724,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,DOC,12/15,,SAME,False,"4억 3,000",224,113,,20220208,,,,0,12층 코너 양창의 계양산 전망의 사무실,"['2년이내', '주차가능', '천장에어컨']",지식산업센터,1,0.0,"4억 3,000","4억 3,000",SERVE,부동산써브,http://www.serve.co.kr/naver/rd.asp?UID=2204039724,,False,True,http://m.serve.co.kr/naver/rd.asp?UID=2204039724,False,True,37.521784,126.721212,True,부평산단공인중개사사무소,bpsd33,False,False,False,False,,N,,20220212
2202139917,지식산업센터,R0,APTHGJ,지식산업센터,E02,지식산업센터,A1,매매,SITE,1/7,,SAME,False,4억,142,105,,20220120,/20220120_261/land_naver_1642670882909S8je9_JPEG/9aa8b4e7dc28b59aa146da11f9f22dd7.JPG,SITE,f130_98,13,우림라이온스밸리1층업무시설 전용32ㅍ 분양60ㅍ ㅍ당666만 삼실또는전시,"['역세권', '1층']",지식산업센터,1,0.0,4억,4억,bizmk,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2202139917,,False,True,,False,False,37.517433,126.719434,True,(주)공단부동산공인중개사사무소,gkdud2459,False,False,False,False,,N,,20220212
