articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,realtorName,search_day,articleDetail.verificationTypeName,articleDetail.mapLocationIndicationYn,articleDetail.etcAddress,articleDetail.articleFeatureDescription,articleDetail.detailDescription,articleBuildingRegister.platPlc,address,building_name
2202394841,공장,월세,23/B1,90,"1,000",72,72,인천 유원 공인중개사사무소,20220212,,Y,"4층, B421",인천테크노밸리U1센터 신축 드라이브인 제조형공장,"▣  매물 기본 정보  ▣
  + 용도: 제조형공장
  + 전용면적: 약22평
  + 계약면적: 약44평
  + 층고: 4.5m
  + 하중: 1,200kgf/㎡
  + 발코니 있음, 2.5톤 드라이브인 진입가

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
 + 건물명: 인천테크노밸리U1센터 
 + 규모: 지하1층 ~ 지상23층
              (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                     원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                     연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                    임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                    부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2202386464,지식산업센터,월세,2/23,550,"8,000",455,227,최고 공인중개사사무소,20220212,,Y,B224~B227,,"【【매물 기본정보】】  
 ▪ 전용면적 : 약69py(전용률50%)
 ▪ 분양면적 : 약138py
 ▪ 임대금액 : 8000만원 / 550만원

※ 10평에서 100평등 다양한 평수 보유하고 있습니다. ※

■ 매물특징
▪ 멀티플렉스 롯데시네마 영화관 7관 입점과 
  판타스틱한 문화 인프라를 구성하고 있는 신규 지식산업센터로
  계속적인 유동인구 증가와 월등한 입지 조건에 
  수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여 
  임대 수익뿐만 아니라 시세 차익까지 기대 가능하면서 
  주변 상가 가격 대비시 우월한 상권!
 
▪ 지식산업센터 내 상주 인구 약 8,500명 고정 수요로 거대한 고객층을
  흡수하는 스트리트형 복합 상업시설인 단지내 독점 상가이며 
  산업단지 (145,000여명) / 주거단지 (108,000여명) 배후 수요 확대로
  계획 인구 약 26만여 명 수요를 예측하는 
  평일과 주말 내내 365일 고객이 끊이지 않는 완결 상권 형성.
 
▪ 인천 테크노벨리 U1 지식산업센터는 역세권 현장으로 
  인천1호선 갈산역 도보 약 5분 소요되며
  서울 7호선 부평구청역, 굴포천역과는 도보 약 13분 소요 거리에 위치.

▪ 상가 구성 : 지상 1층 / 지상 2층 및 3층 일부.
▪ 상가 이용시 지역의 문제점인 주차 문제 해결 (주차대수 1,800여대).
▪ 차별화된 시설(시계탑, 분수대)로 지역 만남의 장소가 설치될 예정.

▪ 입주시기 2022년 1월 10일부터
https://blog.naver.com/jukjukoo1004",,인천 부평구 갈산동 94,
2202382405,지식산업센터,월세,B1/23,170,"1억 7,000",227,113,인천테크노밸리공인중개사사무소,20220212,,Y,"a-b122, a-b125",렌트프리2개월 인천최고의 드라이브인 지산입니다.,"인천테크노밸리 가장 오래 된 매물 많은 부동산입니다.
축구장 39배, 63빌딩 1.6배의 인천최대규모의 최고시설 드라이브인 시스템 지식산업센타입니다.
롯데시네마와 스타벅스가 입주예정이며, 제조공장뿐 아니라, 다양한 평수의 오피스, 기숙사와 상가가 있어,
외부로의 출입없이 모든 편리생활이 가능합니다.
본 매물외 다양한 평수의 매매와 임대차가 있으니 연락주시면 정성을 다해 상담해 드립니다.",,인천 부평구 갈산동 94,
2202326735,공장,월세,3/B1,210,"2,100",34997,137,U1채움공인중개사사무소,20220212,,Y,B-308호,U1입주 부동산 입니다 드라이브인호실 임대,"안녕하세요
U1 1층 상가 잔디광장에 있는
U1 채움부동산 입니다

전용 40평대 임대 가능 합니다.

위 매물 외에
전용 20평~80평대까지
전매 가능한 호실 있으니 
전화주세요

032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202377275,지식산업센터,월세,3/22,150,"1,500",192,96,인천테크노밸리공인중개사사무소,20220212,,Y,c-309,베란다있는 남향의 통유리창 공장입니다. 전매도 가능합니다.,"★★매매도 가능합니다.★★
축구장 39배, 63빌딩 1.6배의 인천최대규모의 최고시설 드라이브인 시스템 지식산업센타입니다.
롯데시네마와 스타벅스가 입주예정이며, 제조공장뿐 아니라, 다양한 평수의 오피스, 기숙사와 상가가 있어,
외부로의 출입없이 모든 편리생활이 가능합니다.
본 매물외 다양한 평수의 매매와 임대차가 있으니 연락주시면 정성을 다해 상담해 드립니다.",,인천 부평구 갈산동 94,
2202325691,중소형사무실,월세,12/23,100,"1,000",136,68,U1채움공인중개사사무소,20220212,,Y,D-1219호,u1입주 부동산 입니다 신축 첫입주 사무실 임대,"안녕하세요
U1 1층 상가 입주  부동산 입니다.

신축 첫입주 사무실
전용 20평 임대

드라이브인 호실, 사무실, 상가, 기숙사
전매 / 임대 매물 접수 중 입니다.

전화주세요

032-464-6400 / 010-9373-7736
",,인천 부평구 갈산동 94,
2202389274,공장,월세,1/B23,170,"2,000",129,129,인천 유원 공인중개사사무소,20220212,,Y,3층 B311,인천테크노밸리U1센터 신축 드라이브인 제조형공장 천변,"▣  매물 기본 정보  ▣
  + 용도: 제조형공장
  + 전용면적: 39.27평
  + 계약면적: 78.51평
  + 층고: 4.5m
  + 하중: 1,200kgf/㎡
  + 발코니 있음, 2.5톤 드라이브인 진입가

   ★★★ 상가, 공장, 사무실, 기숙사 임대/전매 물건 다량 보유 ★★★ 
 
■ 건물 특징
 + 건물명: 인천테크노밸리U1센터 
 + 규모: 지하1층 ~ 지상23층
              (상가/제조형공장/업무형공장/사무실/기숙사)
 + 특장점: 1. 1층 광장과 스트리트몰, 물류하역장을 갖춘
                     원스톱 비즈니스
              2. 소형 섹션오피스와 드라이브인 시스템, 영화관, 상업시설이 
                     연결된 최적의 동선
              3. 멀티플렉스 롯데시네마 영화관 7관 입점
              4. 수익형 부동산의 안정된 임대와 풍부한 배후 수요로 인하여
                    임대 수익뿐만 아니라 시세 차익까지 기대 가능한 
                    부평 최고의 투자명소
    
■ 접 근 성
 + 차 량: 부평 IC 5분, 중동 IC 10분
 + 지하철: 갈산역 도보 약 7분 소요.
               부평구청역 약 13분 소요.
 + 버 스: 정류장 도보 1분 이내.

▣  저희 부동산은 현 매물에 대한 분양의 시작과 마무리를 함께하여 
     고객님의 니즈에 맞게 맞춤 중개가 우수합니다.
      
     인천테크노밸리U1센터 1층에 입주하고 있어 정확한 정보와 
     다양한매물을 보여 드릴 수 있습니다.
    
 ▣ 전문 상담 : 010-7128-8788  /  010-6779-6400",,인천 부평구 갈산동 94,
2202380101,지식산업센터,월세,5/22,330,"3,300",440,220,인천테크노밸리공인중개사사무소,20220212,,Y,c-511,,"인천테크노밸리 가장 오래 된 매물 많은 부동산입니다.
축구장 39배, 63빌딩 1.6배의 인천최대규모의 최고시설 드라이브인 시스템 지식산업센타입니다.
롯데시네마와 스타벅스가 입주예정이며, 제조공장뿐 아니라, 다양한 평수의 오피스, 기숙사와 상가가 있어,
외부로의 출입없이 모든 편리생활이 가능합니다.
본 매물외 다양한 평수의 매매와 임대차가 있으니 연락주시면 정성을 다해 상담해 드립니다.",,인천 부평구 갈산동 94,
2202382923,지식산업센터,월세,B1/23,150,"1,500",200,100,인천테크노밸리공인중개사사무소,20220212,,Y,a-b125,렌트프리2개월 인천최고의 드라이브인 지산입니다.,"인천테크노밸리 가장 오래 된 매물 많은 부동산입니다.
축구장 39배, 63빌딩 1.6배의 인천최대규모의 최고시설 드라이브인 시스템 지식산업센타입니다.
롯데시네마와 스타벅스가 입주예정이며, 제조공장뿐 아니라, 다양한 평수의 오피스, 기숙사와 상가가 있어,
외부로의 출입없이 모든 편리생활이 가능합니다.
본 매물외 다양한 평수의 매매와 임대차가 있으니 연락주시면 정성을 다해 상담해 드립니다.",,인천 부평구 갈산동 94,
2202384668,지식산업센터,월세,3/23,140,"1,400",192,96,최고 공인중개사사무소,20220212,,Y,C309,"인천U1, 저층 제조공장, 베란다서비스면적, 보증금조정가능 "," ▪ 전용면적 : 약29py (전용률 50%)
 ▪ 분양면적 : 약58py
 ▪ 임대금액 : 1400 / 140만원

※ 10평에서 100평 이상 다양한 평수 다량 보유 ※

■ 매물특징 
 ▪  지하 1층고 6.0m. 지상 1층고 6.6m 지상 2층고-10층고 5.4m
 ▪  진입 가능 차량 : 2.5톤 이하 화물차량. 
 ▪  드라이브인 시스템, 도어 투 도어 시스템.
 
■ 접 근 성 
 ▪  차  량 : 경인고속도로 부평 IC 와 서울외곽순환도로 중동 IC 이용 가능. 
 ▪  지하철 : 인천1호선 갈산역 도보 약 5분 소요.
            서울7호선, 인천1호선 부평구청역 약 10분 소요.
 ▪  버  스 : 정류장 도보 1분 이내.

 ■  인천테크노벨리U1 지식산업센터는 
    눈부신 비전을 품고 새로운 비즈니스의 최적의 중심으로 떠오르는
    인천 부평에 위치한 지역 최대 규모의 지식산업센터.
    공장동 (지하 1층부터 지상 10층까지) / 업무동 (지상11층부터 23층까지)
    상가동 1층 및 2층-3층 등 (근린생활시설) / 섹션오피스 / 기숙사 등 
 
    영화관 롯데시네마 7관이 입점하여 365일 지속적인 유동 인구 유입,
    주거 밀집지역으로 풍부한 배후 고객, 
    U1 지식산업단지 내 상주 인구 고정 수요,
    인근 부평 국가산업단지와 한국 지엠 부평공장 등 직장인 수요, 
    관공서 및 공원시설 등 생활 인프라로 확대되는 배후 수요.
   
    인천 부평역 GTX-B노선이 개통 확정
    시세차익까지 누릴 수 있는 개발 호재 최고!
   
    입주시기 2022년 1월10일부터~
    ",,인천 부평구 갈산동 94,
2202378317,지식산업센터,월세,3/23,150,"1,500",197,96,명공인중개사사무소,20220212,,Y,c동 309,최고의 시설 드라이브인 가능한 곳에서 사업 시작 하세요,"◆소재지 : 갈산역 인근 도보10분
◆해당층 : 3층
◆계약면적 : 약60평
◆전용면적 : 약29평
◆임대조건 : 보증금 1500만원, 월세 150만원
◆주차 가능 여부 : 가능
◆특징 : → 입주시 시설 협의
         
           
※ 공인중개사법 18조 2,3항에 의거하여
해당 매물은 최초 게재일 당시
거래 가능한 실매물임을 확인하였으나
광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로
거래 완료 여부 및 자세한 내용은
유선 상으로 확인해주시기 바랍니다.

★ 물건에 관해 궁금하신 사항은 언제든지 방문하여주시면
원하는 조건에 맞는 또 다른 물건들을 다양하게
비교해서 보실 수 있습니다.

★ 고객님이 만족하실 수 있는 물건을 구해 드리기
위해 최선을 다하겠습니다.

▣ 명공인중개사사무소 ▣
☎ 032-328-0081/☎ 010-9478-9574",,인천 부평구 갈산동 94,
2202390385,지식산업센터,월세,12/23,55,"1,000",46,23,명공인중개사사무소,20220212,,Y,A동 1233호,갈산역 도보 가성비 좋은 풀옵션 복층형 기숙사,"≡≡≡≡≡≡ 【 임대현황 】 ≡≡≡≡≡≡

◆소재지 : 갈산역 인근 도보10분
◆해당층 : 12층
◆계약면적 : 약14평
◆전용면적 : 약7평
◆임대조건 : 보증금 1000만원, 월세 55만원
◆주차 가능 여부 : 가능
◆특징 : → 풀옵션 복층형
           → 다양한 수납 공간및 넓은 베란다
           → 관리비 저렴(주변 오피스텔 대비)
           → 단지내 편의시설,힐링공간완비

※ 공인중개사법 18조 2,3항에 의거하여
해당 매물은 최초 게재일 당시
거래 가능한 실매물임을 확인하였으나
광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로
거래 완료 여부 및 자세한 내용은
유선 상으로 확인해주시기 바랍니다.

★ 물건에 관해 궁금하신 사항은 언제든지 방문하여주시면
원하는 조건에 맞는 또 다른 물건들을 다양하게
비교해서 보실 수 있습니다.

★ 고객님이 만족하실 수 있는 물건을 구해 드리기
위해 최선을 다하겠습니다.

▣ 명공인중개사사무소 ▣
☎ 032-328-0081/☎ 010-9478-9574",,인천 부평구 갈산동 94,
2202368231,공장,월세,3/B1,150,"1,500",34997,192,U1채움공인중개사사무소,20220212,,Y,C309호,U1 1층 입주 부동산입니다 드라이브인 호실 임대,"안녕하세요
인천테크노밸리U1센터
1층 B155호 입주 부동산 입니다.

*** 매물 접수 중 입니다. 연락주세요 ***

저층 드라이브인 가능호실 임대

위 매물외
공장, 사무실, 상가, 기숙사
매물 많이 있습니다
전화주세요

U1채움 부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202385832,지식산업센터,월세,3/22,150,"1,500",192,96,미래공인중개사사무소,20220212,,Y,c동309호,부평u1 전용29 갈산역5분 즉시입주 냉난방기설치 사무실,"부평u1 전용29 갈산역5분 즉시입주 냉난방기설치 사무실
- 문의, 방문 언제나 환영하며 다양한 매물
확보하고 있습니다.
-성실, 신속, 정확한 중개사로서 고객의 재산과 인연을
소중하게 생각합니다
-복드리는 미래부동산",,인천 부평구 갈산동 94,
2202207822,지식산업센터,월세,11/22,270,"3,000",306,153,U1채움공인중개사사무소,20220212,,Y,"C1103호, C1104호, C1105호",U1입주 부동산 입니다 공장 사무실 임대,"안녕하세요
U1 입주 부동산 입니다.

전용 45평 뻥뚫린 사무실 임대 가능

위 호실 외에
드라이브인 공장, 사무실, 상가, 기숙사
임대가능 호실 있습니다. 
전화주세요

U1 임대, 전매 매물 접수 받고 있으니
전화주세요

032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202208550,지식산업센터,월세,11/22,90,"1,000",102,51,U1채움공인중개사사무소,20220212,,Y,C1103호,인천 U1 입주 부동산 입니다 소형사무실 임대,"안녕하세요
인천테크노밸리U1 입주 예정 부동산 입니다.

탁트인 뷰 소형 사무실 임대
전용 15평이며
여러호실 묶어서 30평, 45평 임대 가능

드라이브인 공장, 사무실, 기숙사, 상가
전매, 임대 매물 접수 받고 있습니다.

U1입주예정 신채움부동산
032-464-6400 / 010-9373-7736",,인천 부평구 갈산동 94,
2202273270,지식산업센터,월세,13/23,70,700,93,46,최고 공인중개사사무소,20220212,,Y,B1318,"인천U1, 22.01.10.부터 입주, 신축 소형업무형공장임대","매물 기본정보】

▪  전용면적 : 약14py
▪  분양면적 : 약28py
▪  임대금액 : 700/70

※ 10평에서 100평 이상 다양한 평수 다량 보유 ※

■ 접 근 성 
 ▪  차  량 : 경인고속도로 부평 IC 와 서울외곽순환도로 중동 IC 이용 가능. 
 ▪  지하철 : 인천1호선 갈산역 도보 약 5분 소요.
            서울7호선, 인천1호선 부평구청역 약 10분 소요.
 ▪  버  스 : 정류장 도보 1분 이내.

 ■  인천테크노벨리U1 지식산업센터는 
    눈부신 비전을 품고 새로운 비즈니스의 최적의 중심으로 떠오르는
    인천 부평에 위치한 지역 최대 규모의 지식산업센터.
    공장동 (지하 1층부터 지상 10층까지) / 업무동 (지상11층부터 23층까지)
    상가동 1층 및 2층-3층 등 (근린생활시설) / 섹션오피스 / 기숙사 등 
 
    영화관 롯데시네마 7관이 입점하여 365일 지속적인 유동 인구 유입,
    주거 밀집지역으로 풍부한 배후 고객, 
    U1 지식산업단지 내 상주 인구 고정 수요,
    인근 부평 국가산업단지와 한국 지엠 부평공장 등 직장인 수요, 
    관공서 및 공원시설 등 생활 인프라로 확대되는 배후 수요.
   
    인천 부평역 GTX-B노선이 개통 확정
    시세차익까지 누릴 수 있는 개발 호재 최고!
    2021년 12월 준공 예정
    입주시기 2022년 1월~3월 예정
   https://blog.naver.com/jukjukoo1004",,인천 부평구 갈산동 94,
2202236610,지식산업센터,월세,19/23,80,"1,000",105,53,인천지산부동산공인중개사사무소,20220212,,Y,B1907,"신축남향 전용16, 냉난방기 설치,전망좋은 고층사무실,","**인천테크노밸리u1센터 입주 부동산( A동 157호)**

──────────▣ 매 물 정 보 ▣─────────────
■ 건물명 : 인천테크노밸리u1센터
■ 매물 특징 : 
-전용16평/분양31평
-전망좋은고층 남향사무실
-냉난방기설치


──────────▣ 건 물 정 보 ▣─────────────

■ 인천테크노밸리u1센터 (2022년 1월 준공)
■ 용도 : 지식산업센터 사무실,공장등록가능
■ 규모 : 지하1층 ~지상 23층 
         (상가/제조층/사무층/기숙사)
■ 층고 : 2.7m/5.4m
■ 접근성 : 인천1호선갈산역 도보 7분거리


지식산업센터 매물 다양하게 대량 보유하고 있습니다.
원하시는 조건으로 매물 찾아드립니다.

────────────────────────
※ 정확한 매물정보와 직접 촬영한 최신실사진으로
정확하고 신뢰감있는 중개를 약속합니다.

―――――▣인천 지산 부동산 공인중개사사무소▣――――――

대 표 : 이진영 공인중개사
핸드폰:  010-3890-0660
연락처:  032-710-1919
블로그   : https://blog.naver.com/techno7001
",,인천 부평구 갈산동 94,
2202270721,지식산업센터,월세,14/23,500,"8,000",662,331,인천지산부동산공인중개사사무소,20220212,,Y,B1405~1410호,"남향 전용100,코너호실포함연속호실,전망좋은대형사무실","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -대단지 신축지식산업센터 첫입주
 -넓은 발코니 써비스면적
 -정남향 전망좋은 쾌적한 사무실
 -건물내 다양한 편의시설
 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202274033,지식산업센터,월세,11/23,90,900,102,51,최고 공인중개사사무소,20220212,,Y,C1103,"인천U1지식산업센터,업무형 베란다서비스면적, 방향 좋아요.","매물 기본정보】

▪  전용면적 : 약15py
▪  분양면적 : 약30py
▪  임대금액 : 900/90

※ 10평에서 100평 이상 다양한 평수 다량 보유 ※

■ 접 근 성 
 ▪  차  량 : 경인고속도로 부평 IC 와 서울외곽순환도로 중동 IC 이용 가능. 
 ▪  지하철 : 인천1호선 갈산역 도보 약 5분 소요.
            서울7호선, 인천1호선 부평구청역 약 10분 소요.
 ▪  버  스 : 정류장 도보 1분 이내.

 ■  인천테크노벨리U1 지식산업센터는 
    눈부신 비전을 품고 새로운 비즈니스의 최적의 중심으로 떠오르는
    인천 부평에 위치한 지역 최대 규모의 지식산업센터.
    공장동 (지하 1층부터 지상 10층까지) / 업무동 (지상11층부터 23층까지)
    상가동 1층 및 2층-3층 등 (근린생활시설) / 섹션오피스 / 기숙사 등 
 
    영화관 롯데시네마 7관이 입점하여 365일 지속적인 유동 인구 유입,
    주거 밀집지역으로 풍부한 배후 고객, 
    U1 지식산업단지 내 상주 인구 고정 수요,
    인근 부평 국가산업단지와 한국 지엠 부평공장 등 직장인 수요, 
    관공서 및 공원시설 등 생활 인프라로 확대되는 배후 수요.
   
    인천 부평역 GTX-B노선이 개통 확정
    시세차익까지 누릴 수 있는 개발 호재 최고!
    2021년 12월 준공 예정
    입주시기 2022년 1월~3월 예정
   https://blog.naver.com/jukjukoo1004",,인천 부평구 갈산동 94,
2202140952,지식산업센터,월세,1/23,100,"1,000",132,66,인천지산부동산공인중개사사무소,20220212,,Y,D103,"전용19,지상제조형공장,하역편리,호실앞주차,층고6.6M","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

─────────▣ 매 물 정 보 ▣─────────

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -전용19평/분양39평
 -지상 1층 제조형공장으로 하역관리 매우 편함
 -층고 6.6M, 컨테이너 (H=4.2M) 및 2.5톤 차량진입가능
 -복층공사 가능 (협의)

────────▣ 건 물 정 보 ▣────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202206373,지식산업센터,월세,14/23,265,"3,000",351,175,인천지산부동산공인중개사사무소,20220212,,Y,B1401~1404호,"첫입주전용53,코너투베란다호실포함 대형사무실,실사용면적넓음","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -전용53평
 -코너호실포함 4개묶음호실
 -넓은 발코니 서비스면적
 -대단지 신축지식산업센터
 

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202079503,지식산업센터,월세,19/23,80,"1,000",105,53,최고 공인중개사사무소,20220212,,Y,B1907,,"매물 기본정보】

▪  전용면적 : 약16py
▪  분양면적 : 약32py
▪  임대금액 : 1,000/80

※ 10평에서 100평 이상 다양한 평수 다량 보유 ※

■ 접 근 성 
 ▪  차  량 : 경인고속도로 부평 IC 와 서울외곽순환도로 중동 IC 이용 가능. 
 ▪  지하철 : 인천1호선 갈산역 도보 약 5분 소요.
            서울7호선, 인천1호선 부평구청역 약 10분 소요.
 ▪  버  스 : 정류장 도보 1분 이내.

 ■  인천테크노벨리U1 지식산업센터는 
    눈부신 비전을 품고 새로운 비즈니스의 최적의 중심으로 떠오르는
    인천 부평에 위치한 지역 최대 규모의 지식산업센터.
    공장동 (지하 1층부터 지상 10층까지) / 업무동 (지상11층부터 23층까지)
    상가동 1층 및 2층-3층 등 (근린생활시설) / 섹션오피스 / 기숙사 등 
 
    영화관 롯데시네마 7관이 입점하여 365일 지속적인 유동 인구 유입,
    주거 밀집지역으로 풍부한 배후 고객, 
    U1 지식산업단지 내 상주 인구 고정 수요,
    인근 부평 국가산업단지와 한국 지엠 부평공장 등 직장인 수요, 
    관공서 및 공원시설 등 생활 인프라로 확대되는 배후 수요.
   
    인천 부평역 GTX-B노선이 개통 확정
    시세차익까지 누릴 수 있는 개발 호재 최고!
  
    입주시기 2022년 1월 10일부터
   https://blog.naver.com/jukjukoo1004",,인천 부평구 갈산동 94,
2202067053,지식산업센터,월세,2/23,170,"1,700",226,113,인천지산부동산공인중개사사무소,20220212,,Y,C203,"전용34,저층인기호실,렌트프리가능,냉난방기,호실앞주차,드라이브인","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

─────────▣ 매 물 정 보 ▣─────────

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 -전용34평/분양68평
 -제조 저층으로 인기 좋은 호실
 -렌트프리 가능
 -시스템냉난방기 설치예정
 -드라이브인시스템, 호실앞주차
 -층고 5.4M, 2.5톤 차량 진입가능

────────▣ 건 물 정 보 ▣────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
2202112482,지식산업센터,월세,21/23,55,"1,000",75,37,인천지산부동산공인중개사사무소,20220212,,Y,B2101,"첫입주 전용11, 냉난방기설치,고층,전망좋은소형사무실","**인천테크노밸리u1센터 입주 부동산( A동 157호)** 

──────────▣ 매 물 정 보 ▣───────────── 

 ■ 건물명 : 인천테크노밸리u1센터
 ■ 매물 특징 :
 - 2200개 호실 중  제일 작은 평형대 사무실
 - 신축 첫입주
 - 냉난방기설치
 - 고층 전망좋은 소형 사무실

──────────▣ 건 물 정 보 ▣─────────────

 ■ 인천테크노밸리u1센터 (2022년 1월 준공) 
 ■ 용도 : 지식산업센터 사무실,공장등록가능
 ■ 규모 : 지하1층 ~지상 23층 (상가/제조층/사무층/기숙사)
 ■ 층고 : 2.7m/5.4m
 ■ 접근성 : 인천1호선갈산역 도보 7분거리 

 지식산업센터 매물 다양하게 대량 보유하고 있습니다. 
 원하시는 조건으로 매물 찾아드립니다. 
────────────────────────
 ※ 정확한 매물정보와 직접 촬영한 최신실사진으로
     정확하고 신뢰감있는 중개를 약속합니다. 

―――――▣인천 지산 부동산 공인중개사사무소▣―――――― 

대 표 : 이진영 공인중개사 
핸드폰: 010-3890-0660 
연락처: 032-710-1919 
블로그 : https://blog.naver.com/techno7001 ",,인천 부평구 갈산동 94,
